ID	Bacteria	Host
AgProtect_2300	Mycobacterium_tuberculosis	Homo_sapiens;Sus_scrofa;Canis_familiaris;Cavia_porcellus;Macaca_mulatta;Macaca_fasicularis;Pan_troglodytes
AgProtect_999	Streptococcus_uberis	Bos_taurus
AgProtect_998	Borreliella_garinii	Homo_sapiens
AgProtect_997	Borreliella_garinii	Homo_sapiens
AgProtect_996	Borreliella_garinii	Homo_sapiens
AgProtect_995	Mycobacterium_kansasii	Homo_sapiens;Bos_taurus;Sus_scrofa;Felis_silvestris_catus;Pan_troglodytes;Macaca_mulatta
AgProtect_994	Mycobacterium_marinum	Homo_sapiens;Dicentrarchus_labrax;Danio_rerio;Cyprinus_carpio;Morone_saxatilis
AgProtect_993	Burkholderia_cenocepacia	Homo_sapiens
AgProtect_992	Ornithobacterium_rhinotracheale	Gallus_gallus;Meleagris_gallopavo_domesticus
AgProtect_991	Leptospira_interrogans	Homo_sapiens;Canis_familiaris;Sus_scrofa;Equus_ferus_caballus;Bos_taurus
AgProtect_990	Bartonella_bacilliformis	Homo_sapiens
AgProtect_99	Brucella_abortus	Homo_sapiens;Mus_musculus;Ovis_orientalis_aries;Capra_aegagrus_hircus;Bos_taurus;Equus_ferus_caballus
AgProtect_989	Bartonella_bacilliformis	Homo_sapiens
AgProtect_988	Yersinia_enterocolitica	Homo_sapiens;Sus_scrofa;Bos_taurus;Macaca_mulatta;Macaca_fasicularis;Pan_troglodytes
AgProtect_987	Yersinia_enterocolitica	Homo_sapiens;Sus_scrofa;Bos_taurus;Macaca_mulatta;Macaca_fasicularis;Pan_troglodytes
AgProtect_986	Yersinia_enterocolitica	Homo_sapiens;Sus_scrofa;Bos_taurus;Macaca_mulatta;Macaca_fasicularis;Pan_troglodytes
AgProtect_985	Acinetobacter_baumannii	Homo_sapiens
AgProtect_984	Acinetobacter_baumannii	Homo_sapiens
AgProtect_983	Borrelia_miyamotoi	Homo_sapiens
AgProtect_982	Borrelia_miyamotoi	Homo_sapiens
AgProtect_981	Borrelia_miyamotoi	Homo_sapiens
AgProtect_980	Borrelia_miyamotoi	Homo_sapiens
AgProtect_98	Brucella_abortus	Homo_sapiens;Mus_musculus;Ovis_orientalis_aries;Capra_aegagrus_hircus;Bos_taurus;Equus_ferus_caballus
AgProtect_979	Borrelia_miyamotoi	Homo_sapiens
AgProtect_978	Borrelia_miyamotoi	Homo_sapiens
AgProtect_977	Borrelia_miyamotoi	Homo_sapiens
AgProtect_976	Borrelia_miyamotoi	Homo_sapiens
AgProtect_975	Acinetobacter_baumannii	Homo_sapiens
AgProtect_974	Actinobacillus_pleuropneumoniae	Sus_scrofa
AgProtect_973	Acinetobacter_baumannii	Homo_sapiens
AgProtect_972	Escherichia_coli	Homo_sapiens;Sus_scrofa;Gallus_gallus;Ovis_orientalis_aries;Bos_taurus;Macaca_mulatta;Macaca_fasicularis;Pan_troglodytes
AgProtect_971	Escherichia_coli	Homo_sapiens;Sus_scrofa;Gallus_gallus;Ovis_orientalis_aries;Bos_taurus;Macaca_mulatta;Macaca_fasicularis;Pan_troglodytes
AgProtect_970	Escherichia_coli	Homo_sapiens;Sus_scrofa;Gallus_gallus;Ovis_orientalis_aries;Bos_taurus;Macaca_mulatta;Macaca_fasicularis;Pan_troglodytes
AgProtect_97	Brucella_melitensis	Homo_sapiens;Ovis_orientalis_aries;Capra_aegagrus_hircus
AgProtect_969	Escherichia_coli	Homo_sapiens;Sus_scrofa;Gallus_gallus;Ovis_orientalis_aries;Bos_taurus;Macaca_mulatta;Macaca_fasicularis;Pan_troglodytes
AgProtect_968	Escherichia_coli	Homo_sapiens;Sus_scrofa;Gallus_gallus;Ovis_orientalis_aries;Bos_taurus;Macaca_mulatta;Macaca_fasicularis;Pan_troglodytes
AgProtect_967	Escherichia_coli	Homo_sapiens;Sus_scrofa;Gallus_gallus;Ovis_orientalis_aries;Bos_taurus;Macaca_mulatta;Macaca_fasicularis;Pan_troglodytes
AgProtect_966	Escherichia_coli	Homo_sapiens;Sus_scrofa;Gallus_gallus;Ovis_orientalis_aries;Bos_taurus;Macaca_mulatta;Macaca_fasicularis;Pan_troglodytes
AgProtect_965	Escherichia_coli	Homo_sapiens;Sus_scrofa;Gallus_gallus;Ovis_orientalis_aries;Bos_taurus;Macaca_mulatta;Macaca_fasicularis;Pan_troglodytes
AgProtect_964	Escherichia_coli	Homo_sapiens;Sus_scrofa;Gallus_gallus;Ovis_orientalis_aries;Bos_taurus;Macaca_mulatta;Macaca_fasicularis;Pan_troglodytes
AgProtect_963	Escherichia_coli	Homo_sapiens;Sus_scrofa;Gallus_gallus;Ovis_orientalis_aries;Bos_taurus;Macaca_mulatta;Macaca_fasicularis;Pan_troglodytes
AgProtect_962	Escherichia_coli	Homo_sapiens;Sus_scrofa;Gallus_gallus;Ovis_orientalis_aries;Bos_taurus;Macaca_mulatta;Macaca_fasicularis;Pan_troglodytes
AgProtect_961	Escherichia_coli	Homo_sapiens;Sus_scrofa;Gallus_gallus;Ovis_orientalis_aries;Bos_taurus;Macaca_mulatta;Macaca_fasicularis;Pan_troglodytes
AgProtect_960	Escherichia_coli	Homo_sapiens;Sus_scrofa;Gallus_gallus;Ovis_orientalis_aries;Bos_taurus;Macaca_mulatta;Macaca_fasicularis;Pan_troglodytes
AgProtect_96	Brucella_melitensis	Homo_sapiens;Ovis_orientalis_aries;Capra_aegagrus_hircus
AgProtect_959	Erysipelothrix_rhusiopathiae	Homo_sapiens;Sus_scrofa;Gallus_gallus;Ovis_orientalis_aries;Meleagris_gallopavo_domesticus
AgProtect_958	Erysipelothrix_rhusiopathiae	Homo_sapiens;Sus_scrofa;Gallus_gallus;Ovis_orientalis_aries;Meleagris_gallopavo_domesticus
AgProtect_957	Erysipelothrix_rhusiopathiae	Homo_sapiens;Sus_scrofa;Gallus_gallus;Ovis_orientalis_aries;Meleagris_gallopavo_domesticus
AgProtect_956	Erysipelothrix_rhusiopathiae	Homo_sapiens;Sus_scrofa;Gallus_gallus;Ovis_orientalis_aries;Meleagris_gallopavo_domesticus
AgProtect_955	Corynebacterium_diphtheriae	Homo_sapiens
AgProtect_954	Clostridium_perfringens	Homo_sapiens;Gallus_gallus;Equus_ferus_caballus;Sus_scrofa;Bos_taurus;Canis_familiaris
AgProtect_953	Clostridium_perfringens	Homo_sapiens;Gallus_gallus;Equus_ferus_caballus;Sus_scrofa;Bos_taurus;Canis_familiaris
AgProtect_952	Mycobacterium_tuberculosis	Homo_sapiens;Sus_scrofa;Canis_familiaris;Cavia_porcellus;Macaca_mulatta;Macaca_fasicularis;Pan_troglodytes
AgProtect_951	Clostridium_perfringens	Homo_sapiens;Gallus_gallus;Equus_ferus_caballus;Sus_scrofa;Bos_taurus;Canis_familiaris
AgProtect_950	Clostridium_perfringens	Homo_sapiens;Gallus_gallus;Equus_ferus_caballus;Sus_scrofa;Bos_taurus;Canis_familiaris
AgProtect_95	Brucella_melitensis	Homo_sapiens;Ovis_orientalis_aries;Capra_aegagrus_hircus
AgProtect_949	Clostridium_perfringens	Homo_sapiens;Gallus_gallus;Equus_ferus_caballus;Sus_scrofa;Bos_taurus;Canis_familiaris
AgProtect_948	Clostridium_perfringens	Homo_sapiens;Gallus_gallus;Equus_ferus_caballus;Sus_scrofa;Bos_taurus;Canis_familiaris
AgProtect_947	Clostridium_botulinum	Homo_sapiens;Equus_ferus_caballus;Ovis_orientalis_aries;Bos_taurus;Anas_platyrhynchos_domesticus
AgProtect_946	Clostridium_botulinum	Homo_sapiens;Equus_ferus_caballus;Ovis_orientalis_aries;Bos_taurus;Anas_platyrhynchos_domesticus
AgProtect_945	Clostridium_botulinum	Homo_sapiens;Equus_ferus_caballus;Ovis_orientalis_aries;Bos_taurus;Anas_platyrhynchos_domesticus
AgProtect_944	Clostridium_botulinum	Homo_sapiens;Equus_ferus_caballus;Ovis_orientalis_aries;Bos_taurus;Anas_platyrhynchos_domesticus
AgProtect_943	Clostridium_botulinum	Homo_sapiens;Equus_ferus_caballus;Ovis_orientalis_aries;Bos_taurus;Anas_platyrhynchos_domesticus
AgProtect_942	Clostridium_botulinum	Homo_sapiens;Equus_ferus_caballus;Ovis_orientalis_aries;Bos_taurus;Anas_platyrhynchos_domesticus
AgProtect_941	Chlamydia_psittaci	Gallus_gallus;Ovis_orientalis_aries;Bos_taurus;Sus_scrofa;Homo_sapiens;Equus_ferus_caballus
AgProtect_940	Chlamydia_psittaci	Gallus_gallus;Ovis_orientalis_aries;Bos_taurus;Sus_scrofa;Homo_sapiens;Equus_ferus_caballus
AgProtect_94	Borreliella_burgdorferi	Homo_sapiens;Canis_familiaris;Felis_silvestris_catus;Equus_ferus_caballus;Bos_taurus
AgProtect_939	Chlamydia_psittaci	Gallus_gallus;Ovis_orientalis_aries;Bos_taurus;Sus_scrofa;Homo_sapiens;Equus_ferus_caballus
AgProtect_938	Chlamydia_trachomatis	Homo_sapiens
AgProtect_937	Chlamydia_trachomatis	Homo_sapiens
AgProtect_936	Campylobacter_jejuni	Homo_sapiens;Canis_familiaris;Felis_silvestris_catus;Macaca_mulatta;Macaca_fasicularis;Pan_troglodytes;Ovis_orientalis_aries;Bos_taurus;Sus_scrofa;Gallus_gallus
AgProtect_935	Campylobacter_jejuni	Homo_sapiens;Canis_familiaris;Felis_silvestris_catus;Macaca_mulatta;Macaca_fasicularis;Pan_troglodytes;Ovis_orientalis_aries;Bos_taurus;Sus_scrofa;Gallus_gallus
AgProtect_934	Campylobacter_jejuni	Homo_sapiens;Canis_familiaris;Felis_silvestris_catus;Macaca_mulatta;Macaca_fasicularis;Pan_troglodytes;Ovis_orientalis_aries;Bos_taurus;Sus_scrofa;Gallus_gallus
AgProtect_933	Campylobacter_jejuni	Homo_sapiens;Canis_familiaris;Felis_silvestris_catus;Macaca_mulatta;Macaca_fasicularis;Pan_troglodytes;Ovis_orientalis_aries;Bos_taurus;Sus_scrofa;Gallus_gallus
AgProtect_932	Campylobacter_lari	Homo_sapiens;Ovis_orientalis_aries
AgProtect_931	Campylobacter_jejuni	Homo_sapiens;Canis_familiaris;Felis_silvestris_catus;Macaca_mulatta;Macaca_fasicularis;Pan_troglodytes;Ovis_orientalis_aries;Bos_taurus;Sus_scrofa;Gallus_gallus
AgProtect_930	Campylobacter_jejuni	Homo_sapiens;Canis_familiaris;Felis_silvestris_catus;Macaca_mulatta;Macaca_fasicularis;Pan_troglodytes;Ovis_orientalis_aries;Bos_taurus;Sus_scrofa;Gallus_gallus
AgProtect_93	Neisseria_meningitidis	Homo_sapiens
AgProtect_929	Campylobacter_jejuni	Homo_sapiens;Canis_familiaris;Felis_silvestris_catus;Macaca_mulatta;Macaca_fasicularis;Pan_troglodytes;Ovis_orientalis_aries;Bos_taurus;Sus_scrofa;Gallus_gallus
AgProtect_928	Campylobacter_jejuni	Homo_sapiens;Canis_familiaris;Felis_silvestris_catus;Macaca_mulatta;Macaca_fasicularis;Pan_troglodytes;Ovis_orientalis_aries;Bos_taurus;Sus_scrofa;Gallus_gallus
AgProtect_927	Campylobacter_jejuni	Homo_sapiens;Canis_familiaris;Felis_silvestris_catus;Macaca_mulatta;Macaca_fasicularis;Pan_troglodytes;Ovis_orientalis_aries;Bos_taurus;Sus_scrofa;Gallus_gallus
AgProtect_926	Campylobacter_jejuni	Homo_sapiens;Canis_familiaris;Felis_silvestris_catus;Macaca_mulatta;Macaca_fasicularis;Pan_troglodytes;Ovis_orientalis_aries;Bos_taurus;Sus_scrofa;Gallus_gallus
AgProtect_925	Campylobacter_jejuni	Homo_sapiens;Canis_familiaris;Felis_silvestris_catus;Macaca_mulatta;Macaca_fasicularis;Pan_troglodytes;Ovis_orientalis_aries;Bos_taurus;Sus_scrofa;Gallus_gallus
AgProtect_924	Campylobacter_jejuni	Homo_sapiens;Canis_familiaris;Felis_silvestris_catus;Macaca_mulatta;Macaca_fasicularis;Pan_troglodytes;Ovis_orientalis_aries;Bos_taurus;Sus_scrofa;Gallus_gallus
AgProtect_923	Campylobacter_jejuni	Homo_sapiens;Canis_familiaris;Felis_silvestris_catus;Macaca_mulatta;Macaca_fasicularis;Pan_troglodytes;Ovis_orientalis_aries;Bos_taurus;Sus_scrofa;Gallus_gallus
AgProtect_922	Campylobacter_jejuni	Homo_sapiens;Canis_familiaris;Felis_silvestris_catus;Macaca_mulatta;Macaca_fasicularis;Pan_troglodytes;Ovis_orientalis_aries;Bos_taurus;Sus_scrofa;Gallus_gallus
AgProtect_921	Campylobacter_jejuni	Homo_sapiens;Canis_familiaris;Felis_silvestris_catus;Macaca_mulatta;Macaca_fasicularis;Pan_troglodytes;Ovis_orientalis_aries;Bos_taurus;Sus_scrofa;Gallus_gallus
AgProtect_920	Campylobacter_jejuni	Homo_sapiens;Canis_familiaris;Felis_silvestris_catus;Macaca_mulatta;Macaca_fasicularis;Pan_troglodytes;Ovis_orientalis_aries;Bos_taurus;Sus_scrofa;Gallus_gallus
AgProtect_92	Helicobacter_pylori	Homo_sapiens
AgProtect_919	Campylobacter_jejuni	Homo_sapiens;Canis_familiaris;Felis_silvestris_catus;Macaca_mulatta;Macaca_fasicularis;Pan_troglodytes;Ovis_orientalis_aries;Bos_taurus;Sus_scrofa;Gallus_gallus
AgProtect_918	Brucella_abortus	Homo_sapiens;Mus_musculus;Ovis_orientalis_aries;Capra_aegagrus_hircus;Bos_taurus;Equus_ferus_caballus
AgProtect_917	Bordetella_pertussis	Homo_sapiens
AgProtect_916	Bordetella_pertussis	Homo_sapiens
AgProtect_915	Bordetella_pertussis	Homo_sapiens
AgProtect_914	Bordetella_bronchiseptica	Sus_scrofa;Canis_familiaris;Homo_sapiens;Felis_silvestris_catus;Oryctolagus_cuniculus_domesticus;Macaca_mulatta;Macaca_fasicularis;Pan_troglodytes
AgProtect_913	Bordetella_bronchiseptica	Sus_scrofa;Canis_familiaris;Homo_sapiens;Felis_silvestris_catus;Oryctolagus_cuniculus_domesticus;Macaca_mulatta;Macaca_fasicularis;Pan_troglodytes
AgProtect_912	Bordetella_bronchiseptica	Sus_scrofa;Canis_familiaris;Homo_sapiens;Felis_silvestris_catus;Oryctolagus_cuniculus_domesticus;Macaca_mulatta;Macaca_fasicularis;Pan_troglodytes
AgProtect_911	Bordetella_bronchiseptica	Sus_scrofa;Canis_familiaris;Homo_sapiens;Felis_silvestris_catus;Oryctolagus_cuniculus_domesticus;Macaca_mulatta;Macaca_fasicularis;Pan_troglodytes
AgProtect_910	Bordetella_bronchiseptica	Sus_scrofa;Canis_familiaris;Homo_sapiens;Felis_silvestris_catus;Oryctolagus_cuniculus_domesticus;Macaca_mulatta;Macaca_fasicularis;Pan_troglodytes
AgProtect_91	Helicobacter_pylori	Homo_sapiens
AgProtect_909	Bordetella_bronchiseptica	Sus_scrofa;Canis_familiaris;Homo_sapiens;Felis_silvestris_catus;Oryctolagus_cuniculus_domesticus;Macaca_mulatta;Macaca_fasicularis;Pan_troglodytes
AgProtect_908	Bordetella_bronchiseptica	Sus_scrofa;Canis_familiaris;Homo_sapiens;Felis_silvestris_catus;Oryctolagus_cuniculus_domesticus;Macaca_mulatta;Macaca_fasicularis;Pan_troglodytes
AgProtect_907	Bordetella_avium	Gallus_gallus;Meleagris_gallopavo_domesticus
AgProtect_906	Bordetella_avium	Gallus_gallus;Meleagris_gallopavo_domesticus
AgProtect_905	Bordetella_avium	Gallus_gallus;Meleagris_gallopavo_domesticus
AgProtect_904	Bordetella_avium	Gallus_gallus;Meleagris_gallopavo_domesticus
AgProtect_903	Bordetella_avium	Gallus_gallus;Meleagris_gallopavo_domesticus
AgProtect_902	Bacillus_anthracis	Homo_sapiens;Bos_taurus;Ovis_orientalis_aries;Capra_aegagrus_hircus;Equus_ferus_caballus
AgProtect_901	Mycobacterium_tuberculosis	Homo_sapiens;Sus_scrofa;Canis_familiaris;Cavia_porcellus;Macaca_mulatta;Macaca_fasicularis;Pan_troglodytes
AgProtect_900	Bacillus_anthracis	Homo_sapiens;Bos_taurus;Ovis_orientalis_aries;Capra_aegagrus_hircus;Equus_ferus_caballus
AgProtect_90	Helicobacter_pylori	Homo_sapiens
AgProtect_9	Yersinia_pestis	Homo_sapiens;Canis_familiaris;Felis_silvestris_catus
AgProtect_899	Bacillus_anthracis	Homo_sapiens;Bos_taurus;Ovis_orientalis_aries;Capra_aegagrus_hircus;Equus_ferus_caballus
AgProtect_898	Vibrio_cholerae	Homo_sapiens
AgProtect_897	Vibrio_cholerae	Homo_sapiens
AgProtect_896	Vibrio_cholerae	Homo_sapiens
AgProtect_895	Vibrio_cholerae	Homo_sapiens
AgProtect_894	Vibrio_cholerae	Homo_sapiens
AgProtect_893	Vibrio_cholerae	Homo_sapiens
AgProtect_892	Vibrio_cholerae	Homo_sapiens
AgProtect_891	Mycobacterium_leprae	Homo_sapiens;Pan_troglodytes;Macaca_mulatta
AgProtect_890	Mycobacterium_leprae	Homo_sapiens;Pan_troglodytes;Macaca_mulatta
AgProtect_89	Haemophilus_influenzae	Homo_sapiens;Macaca_mulatta;Macaca_fasicularis;Pan_troglodytes
AgProtect_889	Mycobacterium_leprae	Homo_sapiens;Pan_troglodytes;Macaca_mulatta
AgProtect_888	Mycobacterium_leprae	Homo_sapiens;Pan_troglodytes;Macaca_mulatta
AgProtect_887	Mycobacterium_leprae	Homo_sapiens;Pan_troglodytes;Macaca_mulatta
AgProtect_886	Mycobacterium_leprae	Homo_sapiens;Pan_troglodytes;Macaca_mulatta
AgProtect_885	Mycobacterium_leprae	Homo_sapiens;Pan_troglodytes;Macaca_mulatta
AgProtect_884	Mycobacterium_leprae	Homo_sapiens;Pan_troglodytes;Macaca_mulatta
AgProtect_883	Mycobacterium_leprae	Homo_sapiens;Pan_troglodytes;Macaca_mulatta
AgProtect_882	Mycobacterium_leprae	Homo_sapiens;Pan_troglodytes;Macaca_mulatta
AgProtect_881	Mycobacterium_leprae	Homo_sapiens;Pan_troglodytes;Macaca_mulatta
AgProtect_880	Mycobacterium_leprae	Homo_sapiens;Pan_troglodytes;Macaca_mulatta
AgProtect_88	Brucella_abortus	Homo_sapiens;Mus_musculus;Ovis_orientalis_aries;Capra_aegagrus_hircus;Bos_taurus;Equus_ferus_caballus
AgProtect_879	Mycobacterium_leprae	Homo_sapiens;Pan_troglodytes;Macaca_mulatta
AgProtect_878	Mycobacterium_tuberculosis	Homo_sapiens;Sus_scrofa;Canis_familiaris;Cavia_porcellus;Macaca_mulatta;Macaca_fasicularis;Pan_troglodytes
AgProtect_877	Mycobacterium_tuberculosis	Homo_sapiens;Sus_scrofa;Canis_familiaris;Cavia_porcellus;Macaca_mulatta;Macaca_fasicularis;Pan_troglodytes
AgProtect_876	Mycobacterium_tuberculosis	Homo_sapiens;Sus_scrofa;Canis_familiaris;Cavia_porcellus;Macaca_mulatta;Macaca_fasicularis;Pan_troglodytes
AgProtect_875	Mycobacterium_tuberculosis	Homo_sapiens;Sus_scrofa;Canis_familiaris;Cavia_porcellus;Macaca_mulatta;Macaca_fasicularis;Pan_troglodytes
AgProtect_874	Mycobacterium_tuberculosis	Homo_sapiens;Sus_scrofa;Canis_familiaris;Cavia_porcellus;Macaca_mulatta;Macaca_fasicularis;Pan_troglodytes
AgProtect_873	Mycobacterium_tuberculosis	Homo_sapiens;Sus_scrofa;Canis_familiaris;Cavia_porcellus;Macaca_mulatta;Macaca_fasicularis;Pan_troglodytes
AgProtect_872	Mycobacterium_tuberculosis	Homo_sapiens;Sus_scrofa;Canis_familiaris;Cavia_porcellus;Macaca_mulatta;Macaca_fasicularis;Pan_troglodytes
AgProtect_871	Mycobacterium_tuberculosis	Homo_sapiens;Sus_scrofa;Canis_familiaris;Cavia_porcellus;Macaca_mulatta;Macaca_fasicularis;Pan_troglodytes
AgProtect_870	Mycobacterium_tuberculosis	Homo_sapiens;Sus_scrofa;Canis_familiaris;Cavia_porcellus;Macaca_mulatta;Macaca_fasicularis;Pan_troglodytes
AgProtect_87	Mycobacterium_tuberculosis	Homo_sapiens;Sus_scrofa;Canis_familiaris;Cavia_porcellus;Macaca_mulatta;Macaca_fasicularis;Pan_troglodytes
AgProtect_869	Mycobacterium_tuberculosis	Homo_sapiens;Sus_scrofa;Canis_familiaris;Cavia_porcellus;Macaca_mulatta;Macaca_fasicularis;Pan_troglodytes
AgProtect_868	Mycobacterium_tuberculosis	Homo_sapiens;Sus_scrofa;Canis_familiaris;Cavia_porcellus;Macaca_mulatta;Macaca_fasicularis;Pan_troglodytes
AgProtect_867	Mycobacterium_tuberculosis	Homo_sapiens;Sus_scrofa;Canis_familiaris;Cavia_porcellus;Macaca_mulatta;Macaca_fasicularis;Pan_troglodytes
AgProtect_866	Mycobacterium_tuberculosis	Homo_sapiens;Sus_scrofa;Canis_familiaris;Cavia_porcellus;Macaca_mulatta;Macaca_fasicularis;Pan_troglodytes
AgProtect_865	Mycobacterium_tuberculosis	Homo_sapiens;Sus_scrofa;Canis_familiaris;Cavia_porcellus;Macaca_mulatta;Macaca_fasicularis;Pan_troglodytes
AgProtect_864	Mycobacterium_tuberculosis	Homo_sapiens;Sus_scrofa;Canis_familiaris;Cavia_porcellus;Macaca_mulatta;Macaca_fasicularis;Pan_troglodytes
AgProtect_863	Mycobacterium_tuberculosis	Homo_sapiens;Sus_scrofa;Canis_familiaris;Cavia_porcellus;Macaca_mulatta;Macaca_fasicularis;Pan_troglodytes
AgProtect_862	Mycobacterium_tuberculosis	Homo_sapiens;Sus_scrofa;Canis_familiaris;Cavia_porcellus;Macaca_mulatta;Macaca_fasicularis;Pan_troglodytes
AgProtect_861	Mycobacterium_tuberculosis	Homo_sapiens;Sus_scrofa;Canis_familiaris;Cavia_porcellus;Macaca_mulatta;Macaca_fasicularis;Pan_troglodytes
AgProtect_860	Mycobacterium_tuberculosis	Homo_sapiens;Sus_scrofa;Canis_familiaris;Cavia_porcellus;Macaca_mulatta;Macaca_fasicularis;Pan_troglodytes
AgProtect_86	Mycobacterium_tuberculosis	Homo_sapiens;Sus_scrofa;Canis_familiaris;Cavia_porcellus;Macaca_mulatta;Macaca_fasicularis;Pan_troglodytes
AgProtect_859	Mycobacterium_tuberculosis	Homo_sapiens;Sus_scrofa;Canis_familiaris;Cavia_porcellus;Macaca_mulatta;Macaca_fasicularis;Pan_troglodytes
AgProtect_858	Mycobacterium_tuberculosis	Homo_sapiens;Sus_scrofa;Canis_familiaris;Cavia_porcellus;Macaca_mulatta;Macaca_fasicularis;Pan_troglodytes
AgProtect_857	Mycobacterium_tuberculosis	Homo_sapiens;Sus_scrofa;Canis_familiaris;Cavia_porcellus;Macaca_mulatta;Macaca_fasicularis;Pan_troglodytes
AgProtect_856	Mycobacterium_tuberculosis	Homo_sapiens;Sus_scrofa;Canis_familiaris;Cavia_porcellus;Macaca_mulatta;Macaca_fasicularis;Pan_troglodytes
AgProtect_855	Mycobacterium_tuberculosis	Homo_sapiens;Sus_scrofa;Canis_familiaris;Cavia_porcellus;Macaca_mulatta;Macaca_fasicularis;Pan_troglodytes
AgProtect_854	Mycobacterium_tuberculosis	Homo_sapiens;Sus_scrofa;Canis_familiaris;Cavia_porcellus;Macaca_mulatta;Macaca_fasicularis;Pan_troglodytes
AgProtect_853	Mycobacterium_tuberculosis	Homo_sapiens;Sus_scrofa;Canis_familiaris;Cavia_porcellus;Macaca_mulatta;Macaca_fasicularis;Pan_troglodytes
AgProtect_852	Mycobacterium_tuberculosis	Homo_sapiens;Sus_scrofa;Canis_familiaris;Cavia_porcellus;Macaca_mulatta;Macaca_fasicularis;Pan_troglodytes
AgProtect_851	Mycobacterium_tuberculosis	Homo_sapiens;Sus_scrofa;Canis_familiaris;Cavia_porcellus;Macaca_mulatta;Macaca_fasicularis;Pan_troglodytes
AgProtect_850	Mycobacterium_tuberculosis	Homo_sapiens;Sus_scrofa;Canis_familiaris;Cavia_porcellus;Macaca_mulatta;Macaca_fasicularis;Pan_troglodytes
AgProtect_85	Mycobacterium_tuberculosis	Homo_sapiens;Sus_scrofa;Canis_familiaris;Cavia_porcellus;Macaca_mulatta;Macaca_fasicularis;Pan_troglodytes
AgProtect_849	Helicobacter_pylori	Homo_sapiens
AgProtect_848	Helicobacter_pylori	Homo_sapiens
AgProtect_847	Helicobacter_pylori	Homo_sapiens
AgProtect_846	Helicobacter_pylori	Homo_sapiens
AgProtect_845	Helicobacter_pylori	Homo_sapiens
AgProtect_844	Streptococcus_pneumoniae	Homo_sapiens;Macaca_mulatta;Macaca_fasicularis;Pan_troglodytes
AgProtect_843	Streptococcus_pneumoniae	Homo_sapiens;Macaca_mulatta;Macaca_fasicularis;Pan_troglodytes
AgProtect_842	Streptococcus_pneumoniae	Homo_sapiens;Macaca_mulatta;Macaca_fasicularis;Pan_troglodytes
AgProtect_841	Pseudomonas_aeruginosa	Homo_sapiens;Canis_familiaris;Bos_taurus;Macaca_mulatta;Macaca_fasicularis;Pan_troglodytes;Equus_ferus_caballus;Felis_silvestris_catus;Gallus_gallus;Meleagris_gallopavo_domesticus;
AgProtect_840	Neisseria_meningitidis	Homo_sapiens
AgProtect_84	Mycobacterium_tuberculosis	Homo_sapiens;Sus_scrofa;Canis_familiaris;Cavia_porcellus;Macaca_mulatta;Macaca_fasicularis;Pan_troglodytes
AgProtect_839	Mycobacterium_tuberculosis	Homo_sapiens;Sus_scrofa;Canis_familiaris;Cavia_porcellus;Macaca_mulatta;Macaca_fasicularis;Pan_troglodytes
AgProtect_838	Mycobacterium_tuberculosis	Homo_sapiens;Sus_scrofa;Canis_familiaris;Cavia_porcellus;Macaca_mulatta;Macaca_fasicularis;Pan_troglodytes
AgProtect_837	Mycobacterium_tuberculosis	Homo_sapiens;Sus_scrofa;Canis_familiaris;Cavia_porcellus;Macaca_mulatta;Macaca_fasicularis;Pan_troglodytes
AgProtect_836	Mycobacterium_tuberculosis	Homo_sapiens;Sus_scrofa;Canis_familiaris;Cavia_porcellus;Macaca_mulatta;Macaca_fasicularis;Pan_troglodytes
AgProtect_835	Mycobacterium_tuberculosis	Homo_sapiens;Sus_scrofa;Canis_familiaris;Cavia_porcellus;Macaca_mulatta;Macaca_fasicularis;Pan_troglodytes
AgProtect_834	Mycobacterium_tuberculosis	Homo_sapiens;Sus_scrofa;Canis_familiaris;Cavia_porcellus;Macaca_mulatta;Macaca_fasicularis;Pan_troglodytes
AgProtect_833	Mycobacterium_tuberculosis	Homo_sapiens;Sus_scrofa;Canis_familiaris;Cavia_porcellus;Macaca_mulatta;Macaca_fasicularis;Pan_troglodytes
AgProtect_832	Mycobacterium_tuberculosis	Homo_sapiens;Sus_scrofa;Canis_familiaris;Cavia_porcellus;Macaca_mulatta;Macaca_fasicularis;Pan_troglodytes
AgProtect_831	Mycobacterium_tuberculosis	Homo_sapiens;Sus_scrofa;Canis_familiaris;Cavia_porcellus;Macaca_mulatta;Macaca_fasicularis;Pan_troglodytes
AgProtect_830	Mycobacterium_tuberculosis	Homo_sapiens;Sus_scrofa;Canis_familiaris;Cavia_porcellus;Macaca_mulatta;Macaca_fasicularis;Pan_troglodytes
AgProtect_83	Mycobacterium_tuberculosis	Homo_sapiens;Sus_scrofa;Canis_familiaris;Cavia_porcellus;Macaca_mulatta;Macaca_fasicularis;Pan_troglodytes
AgProtect_829	Mycobacterium_tuberculosis	Homo_sapiens;Sus_scrofa;Canis_familiaris;Cavia_porcellus;Macaca_mulatta;Macaca_fasicularis;Pan_troglodytes
AgProtect_828	Mycobacterium_tuberculosis	Homo_sapiens;Sus_scrofa;Canis_familiaris;Cavia_porcellus;Macaca_mulatta;Macaca_fasicularis;Pan_troglodytes
AgProtect_827	Mycobacterium_tuberculosis	Homo_sapiens;Sus_scrofa;Canis_familiaris;Cavia_porcellus;Macaca_mulatta;Macaca_fasicularis;Pan_troglodytes
