ID	Bacteria	Genus	Gram_Stain
AgProtect_1514	Mycobacterium_tuberculosis	Mycobacterium	Positive_with_OM
AgProtect_1513	Mycobacterium_tuberculosis	Mycobacterium	Positive_with_OM
AgProtect_1512	Mycobacterium_tuberculosis	Mycobacterium	Positive_with_OM
AgProtect_1511	Mycobacterium_tuberculosis	Mycobacterium	Positive_with_OM
AgProtect_1510	Mycobacterium_tuberculosis	Mycobacterium	Positive_with_OM
AgProtect_151	Bordetella_pertussis	Bordetella	Negative
AgProtect_1509	Mycobacterium_tuberculosis	Mycobacterium	Positive_with_OM
AgProtect_1508	Mycobacterium_tuberculosis	Mycobacterium	Positive_with_OM
AgProtect_1507	Mycobacterium_tuberculosis	Mycobacterium	Positive_with_OM
AgProtect_1506	Mycobacterium_tuberculosis	Mycobacterium	Positive_with_OM
AgProtect_1505	Mycobacterium_tuberculosis	Mycobacterium	Positive_with_OM
AgProtect_1504	Mycobacterium_tuberculosis	Mycobacterium	Positive_with_OM
AgProtect_1503	Mycobacterium_tuberculosis	Mycobacterium	Positive_with_OM
AgProtect_1502	Mycobacterium_tuberculosis	Mycobacterium	Positive_with_OM
AgProtect_1501	Mycobacterium_tuberculosis	Mycobacterium	Positive_with_OM
AgProtect_1500	Mycobacterium_tuberculosis	Mycobacterium	Positive_with_OM
AgProtect_150	Bordetella_pertussis	Bordetella	Negative
AgProtect_15	Chlamydia_muridarum	Chlamydia	Negative
AgProtect_1499	Mycobacterium_tuberculosis	Mycobacterium	Positive_with_OM
AgProtect_1498	Mycobacterium_tuberculosis	Mycobacterium	Positive_with_OM
AgProtect_1497	Mycobacterium_tuberculosis	Mycobacterium	Positive_with_OM
AgProtect_1496	Mycobacterium_tuberculosis	Mycobacterium	Positive_with_OM
AgProtect_1495	Mycobacterium_tuberculosis	Mycobacterium	Positive_with_OM
AgProtect_1494	Mycobacterium_tuberculosis	Mycobacterium	Positive_with_OM
AgProtect_1493	Mycobacterium_tuberculosis	Mycobacterium	Positive_with_OM
AgProtect_1492	Mycobacterium_tuberculosis	Mycobacterium	Positive_with_OM
AgProtect_1491	Mycobacterium_tuberculosis	Mycobacterium	Positive_with_OM
AgProtect_1490	Mycobacterium_tuberculosis	Mycobacterium	Positive_with_OM
AgProtect_149	Bordetella_pertussis	Bordetella	Negative
AgProtect_1489	Mycobacterium_tuberculosis	Mycobacterium	Positive_with_OM
AgProtect_1488	Mycobacterium_tuberculosis	Mycobacterium	Positive_with_OM
AgProtect_1487	Mycobacterium_tuberculosis	Mycobacterium	Positive_with_OM
AgProtect_1486	Mycobacterium_tuberculosis	Mycobacterium	Positive_with_OM
AgProtect_1485	Mycobacterium_tuberculosis	Mycobacterium	Positive_with_OM
AgProtect_1484	Mycobacterium_tuberculosis	Mycobacterium	Positive_with_OM
AgProtect_1483	Mycobacterium_tuberculosis	Mycobacterium	Positive_with_OM
AgProtect_1482	Mycobacterium_tuberculosis	Mycobacterium	Positive_with_OM
AgProtect_1481	Mycobacterium_tuberculosis	Mycobacterium	Positive_with_OM
AgProtect_1480	Mycobacterium_tuberculosis	Mycobacterium	Positive_with_OM
AgProtect_148	Bordetella_pertussis	Bordetella	Negative
AgProtect_1479	Mycobacterium_tuberculosis	Mycobacterium	Positive_with_OM
AgProtect_1478	Mycobacterium_tuberculosis	Mycobacterium	Positive_with_OM
AgProtect_1477	Mycobacterium_tuberculosis	Mycobacterium	Positive_with_OM
AgProtect_1476	Mycobacterium_tuberculosis	Mycobacterium	Positive_with_OM
AgProtect_1475	Mycobacterium_tuberculosis	Mycobacterium	Positive_with_OM
AgProtect_1474	Mycobacterium_tuberculosis	Mycobacterium	Positive_with_OM
AgProtect_1473	Mycobacterium_tuberculosis	Mycobacterium	Positive_with_OM
AgProtect_1472	Mycobacterium_tuberculosis	Mycobacterium	Positive_with_OM
AgProtect_1471	Mycobacterium_tuberculosis	Mycobacterium	Positive_with_OM
AgProtect_1470	Mycobacterium_tuberculosis	Mycobacterium	Positive_with_OM
AgProtect_147	Bordetella_pertussis	Bordetella	Negative
AgProtect_1469	Mycobacterium_tuberculosis	Mycobacterium	Positive_with_OM
AgProtect_1468	Mycobacterium_tuberculosis	Mycobacterium	Positive_with_OM
AgProtect_1467	Mycobacterium_tuberculosis	Mycobacterium	Positive_with_OM
AgProtect_1466	Mycobacterium_tuberculosis	Mycobacterium	Positive_with_OM
AgProtect_1465	Mycobacterium_tuberculosis	Mycobacterium	Positive_with_OM
AgProtect_1464	Mycobacterium_tuberculosis	Mycobacterium	Positive_with_OM
AgProtect_1463	Mycobacterium_tuberculosis	Mycobacterium	Positive_with_OM
AgProtect_1462	Mycobacterium_tuberculosis	Mycobacterium	Positive_with_OM
AgProtect_1461	Mycobacterium_tuberculosis	Mycobacterium	Positive_with_OM
AgProtect_1460	Mycobacterium_tuberculosis	Mycobacterium	Positive_with_OM
AgProtect_146	Bordetella_pertussis	Bordetella	Negative
AgProtect_1459	Mycobacterium_tuberculosis	Mycobacterium	Positive_with_OM
AgProtect_1458	Mycobacterium_tuberculosis	Mycobacterium	Positive_with_OM
AgProtect_1457	Mycobacterium_tuberculosis	Mycobacterium	Positive_with_OM
AgProtect_1456	Mycobacterium_tuberculosis	Mycobacterium	Positive_with_OM
AgProtect_1455	Mycobacterium_tuberculosis	Mycobacterium	Positive_with_OM
AgProtect_1454	Mycobacterium_tuberculosis	Mycobacterium	Positive_with_OM
AgProtect_1453	Mycobacterium_tuberculosis	Mycobacterium	Positive_with_OM
AgProtect_1452	Mycobacterium_tuberculosis	Mycobacterium	Positive_with_OM
AgProtect_1451	Mycobacterium_tuberculosis	Mycobacterium	Positive_with_OM
AgProtect_1450	Mycobacterium_tuberculosis	Mycobacterium	Positive_with_OM
AgProtect_145	Bacillus_anthracis	Bacillus	Positive
AgProtect_1449	Mycobacterium_tuberculosis	Mycobacterium	Positive_with_OM
AgProtect_1448	Mycobacterium_tuberculosis	Mycobacterium	Positive_with_OM
AgProtect_1447	Mycobacterium_tuberculosis	Mycobacterium	Positive_with_OM
AgProtect_1446	Mycobacterium_tuberculosis	Mycobacterium	Positive_with_OM
AgProtect_1445	Mycobacterium_tuberculosis	Mycobacterium	Positive_with_OM
AgProtect_1444	Mycobacterium_tuberculosis	Mycobacterium	Positive_with_OM
AgProtect_1443	Mycobacterium_tuberculosis	Mycobacterium	Positive_with_OM
AgProtect_1442	Mycobacterium_tuberculosis	Mycobacterium	Positive_with_OM
AgProtect_1441	Mycobacterium_tuberculosis	Mycobacterium	Positive_with_OM
AgProtect_1440	Mycobacterium_tuberculosis	Mycobacterium	Positive_with_OM
AgProtect_144	Aeromonas_salmonicida	Aeromonas	Negative
AgProtect_1439	Mycobacterium_tuberculosis	Mycobacterium	Positive_with_OM
AgProtect_1438	Mycobacterium_tuberculosis	Mycobacterium	Positive_with_OM
AgProtect_1437	Mycobacterium_tuberculosis	Mycobacterium	Positive_with_OM
AgProtect_1436	Mycobacterium_tuberculosis	Mycobacterium	Positive_with_OM
AgProtect_1435	Mycobacterium_tuberculosis	Mycobacterium	Positive_with_OM
AgProtect_1434	Mycobacterium_tuberculosis	Mycobacterium	Positive_with_OM
AgProtect_1433	Mycobacterium_tuberculosis	Mycobacterium	Positive_with_OM
AgProtect_1432	Mycobacterium_tuberculosis	Mycobacterium	Positive_with_OM
AgProtect_1431	Mycobacterium_tuberculosis	Mycobacterium	Positive_with_OM
AgProtect_1430	Mycobacterium_tuberculosis	Mycobacterium	Positive_with_OM
AgProtect_143	Aeromonas_salmonicida	Aeromonas	Negative
AgProtect_1429	Mycobacterium_tuberculosis	Mycobacterium	Positive_with_OM
AgProtect_1428	Mycobacterium_tuberculosis	Mycobacterium	Positive_with_OM
AgProtect_1427	Mycobacterium_tuberculosis	Mycobacterium	Positive_with_OM
AgProtect_1426	Mycobacterium_tuberculosis	Mycobacterium	Positive_with_OM
AgProtect_1425	Mycobacterium_tuberculosis	Mycobacterium	Positive_with_OM
AgProtect_1424	Mycobacterium_tuberculosis	Mycobacterium	Positive_with_OM
AgProtect_1423	Mycobacterium_tuberculosis	Mycobacterium	Positive_with_OM
AgProtect_1422	Mycobacterium_tuberculosis	Mycobacterium	Positive_with_OM
AgProtect_1421	Mycobacterium_tuberculosis	Mycobacterium	Positive_with_OM
AgProtect_1420	Mycobacterium_tuberculosis	Mycobacterium	Positive_with_OM
AgProtect_142	Actinobacillus_pleuropneumoniae	Actinobacillus	Negative
AgProtect_1419	Mycobacterium_tuberculosis	Mycobacterium	Positive_with_OM
AgProtect_1418	Mycobacterium_tuberculosis	Mycobacterium	Positive_with_OM
AgProtect_1417	Mycobacterium_tuberculosis	Mycobacterium	Positive_with_OM
AgProtect_1416	Mycobacterium_tuberculosis	Mycobacterium	Positive_with_OM
AgProtect_1415	Mycobacterium_tuberculosis	Mycobacterium	Positive_with_OM
AgProtect_1414	Mycobacterium_tuberculosis	Mycobacterium	Positive_with_OM
AgProtect_1413	Mycobacterium_tuberculosis	Mycobacterium	Positive_with_OM
AgProtect_1412	Mycobacterium_tuberculosis	Mycobacterium	Positive_with_OM
AgProtect_1411	Mycobacterium_tuberculosis	Mycobacterium	Positive_with_OM
AgProtect_1410	Mycobacterium_tuberculosis	Mycobacterium	Positive_with_OM
AgProtect_141	Actinobacillus_pleuropneumoniae	Actinobacillus	Negative
AgProtect_1409	Mycobacterium_tuberculosis	Mycobacterium	Positive_with_OM
AgProtect_1408	Mycobacterium_tuberculosis	Mycobacterium	Positive_with_OM
AgProtect_1407	Mycobacterium_tuberculosis	Mycobacterium	Positive_with_OM
AgProtect_1406	Mycobacterium_tuberculosis	Mycobacterium	Positive_with_OM
AgProtect_1405	Mycobacterium_tuberculosis	Mycobacterium	Positive_with_OM
AgProtect_1404	Mycobacterium_tuberculosis	Mycobacterium	Positive_with_OM
AgProtect_1403	Mycobacterium_tuberculosis	Mycobacterium	Positive_with_OM
AgProtect_1402	Mycobacterium_tuberculosis	Mycobacterium	Positive_with_OM
AgProtect_1401	Mycobacterium_tuberculosis	Mycobacterium	Positive_with_OM
AgProtect_1400	Mycobacterium_tuberculosis	Mycobacterium	Positive_with_OM
AgProtect_140	Actinobacillus_pleuropneumoniae	Actinobacillus	Negative
AgProtect_14	Chlamydia_pneumoniae	Chlamydia	Negative
AgProtect_1399	Mycobacterium_tuberculosis	Mycobacterium	Positive_with_OM
AgProtect_1398	Mycobacterium_tuberculosis	Mycobacterium	Positive_with_OM
AgProtect_1397	Mycobacterium_tuberculosis	Mycobacterium	Positive_with_OM
AgProtect_1396	Mycobacterium_tuberculosis	Mycobacterium	Positive_with_OM
AgProtect_1395	Mycobacterium_tuberculosis	Mycobacterium	Positive_with_OM
AgProtect_1394	Mycobacterium_tuberculosis	Mycobacterium	Positive_with_OM
AgProtect_1393	Mycobacterium_tuberculosis	Mycobacterium	Positive_with_OM
AgProtect_1392	Mycobacterium_tuberculosis	Mycobacterium	Positive_with_OM
AgProtect_1391	Mycobacterium_tuberculosis	Mycobacterium	Positive_with_OM
AgProtect_1390	Mycobacterium_tuberculosis	Mycobacterium	Positive_with_OM
AgProtect_139	Yersinia_pseudotuberculosis	Yersinia	Negative
AgProtect_1389	Mycobacterium_tuberculosis	Mycobacterium	Positive_with_OM
AgProtect_1388	Mycobacterium_tuberculosis	Mycobacterium	Positive_with_OM
AgProtect_1387	Mycobacterium_tuberculosis	Mycobacterium	Positive_with_OM
AgProtect_1386	Mycobacterium_tuberculosis	Mycobacterium	Positive_with_OM
AgProtect_1385	Mycobacterium_tuberculosis	Mycobacterium	Positive_with_OM
AgProtect_1384	Mycobacterium_tuberculosis	Mycobacterium	Positive_with_OM
AgProtect_1383	Mycobacterium_tuberculosis	Mycobacterium	Positive_with_OM
AgProtect_1382	Mycobacterium_tuberculosis	Mycobacterium	Positive_with_OM
AgProtect_1381	Mycobacterium_tuberculosis	Mycobacterium	Positive_with_OM
AgProtect_1380	Mycobacterium_tuberculosis	Mycobacterium	Positive_with_OM
AgProtect_138	Yersinia_pestis	Yersinia	Negative
AgProtect_1379	Mycobacterium_tuberculosis	Mycobacterium	Positive_with_OM
AgProtect_1378	Mycobacterium_tuberculosis	Mycobacterium	Positive_with_OM
AgProtect_1377	Mycobacterium_tuberculosis	Mycobacterium	Positive_with_OM
AgProtect_1376	Mycobacterium_tuberculosis	Mycobacterium	Positive_with_OM
AgProtect_1375	Mycobacterium_tuberculosis	Mycobacterium	Positive_with_OM
AgProtect_1374	Mycobacterium_tuberculosis	Mycobacterium	Positive_with_OM
AgProtect_1373	Mycobacterium_tuberculosis	Mycobacterium	Positive_with_OM
AgProtect_1372	Mycobacterium_tuberculosis	Mycobacterium	Positive_with_OM
AgProtect_1371	Mycobacterium_tuberculosis	Mycobacterium	Positive_with_OM
AgProtect_1370	Mycobacterium_tuberculosis	Mycobacterium	Positive_with_OM
AgProtect_137	Yersinia_pestis	Yersinia	Negative
AgProtect_1369	Mycobacterium_tuberculosis	Mycobacterium	Positive_with_OM
AgProtect_1368	Mycobacterium_tuberculosis	Mycobacterium	Positive_with_OM
AgProtect_1367	Mycobacterium_tuberculosis	Mycobacterium	Positive_with_OM
AgProtect_1366	Mycobacterium_tuberculosis	Mycobacterium	Positive_with_OM
AgProtect_1365	Mycobacterium_tuberculosis	Mycobacterium	Positive_with_OM
AgProtect_1364	Mycobacterium_tuberculosis	Mycobacterium	Positive_with_OM
AgProtect_1363	Mycobacterium_tuberculosis	Mycobacterium	Positive_with_OM
AgProtect_1362	Mycobacterium_tuberculosis	Mycobacterium	Positive_with_OM
AgProtect_1361	Mycobacterium_tuberculosis	Mycobacterium	Positive_with_OM
AgProtect_1360	Mycobacterium_tuberculosis	Mycobacterium	Positive_with_OM
AgProtect_136	Yersinia_pestis	Yersinia	Negative
AgProtect_1359	Mycobacterium_tuberculosis	Mycobacterium	Positive_with_OM
AgProtect_1358	Mycobacterium_tuberculosis	Mycobacterium	Positive_with_OM
AgProtect_1357	Mycobacterium_tuberculosis	Mycobacterium	Positive_with_OM
AgProtect_1356	Mycobacterium_tuberculosis	Mycobacterium	Positive_with_OM
AgProtect_1355	Mycobacterium_tuberculosis	Mycobacterium	Positive_with_OM
AgProtect_1354	Mycobacterium_tuberculosis	Mycobacterium	Positive_with_OM
AgProtect_1353	Mycobacterium_tuberculosis	Mycobacterium	Positive_with_OM
AgProtect_1352	Mycobacterium_tuberculosis	Mycobacterium	Positive_with_OM
AgProtect_1351	Mycobacterium_tuberculosis	Mycobacterium	Positive_with_OM
AgProtect_1350	Mycobacterium_tuberculosis	Mycobacterium	Positive_with_OM
AgProtect_135	Yersinia_pestis	Yersinia	Negative
AgProtect_1349	Mycobacterium_tuberculosis	Mycobacterium	Positive_with_OM
AgProtect_1348	Mycobacterium_tuberculosis	Mycobacterium	Positive_with_OM
AgProtect_1347	Mycobacterium_tuberculosis	Mycobacterium	Positive_with_OM
AgProtect_1346	Mycobacterium_tuberculosis	Mycobacterium	Positive_with_OM
AgProtect_1345	Mycobacterium_tuberculosis	Mycobacterium	Positive_with_OM
AgProtect_1344	Mycobacterium_tuberculosis	Mycobacterium	Positive_with_OM
AgProtect_1343	Mycobacterium_tuberculosis	Mycobacterium	Positive_with_OM
AgProtect_1342	Mycobacterium_tuberculosis	Mycobacterium	Positive_with_OM
AgProtect_1341	Mycobacterium_tuberculosis	Mycobacterium	Positive_with_OM
AgProtect_1340	Mycobacterium_tuberculosis	Mycobacterium	Positive_with_OM
AgProtect_134	Yersinia_pestis	Yersinia	Negative
AgProtect_1339	Mycobacterium_tuberculosis	Mycobacterium	Positive_with_OM
AgProtect_1338	Mycobacterium_tuberculosis	Mycobacterium	Positive_with_OM
AgProtect_1337	Mycobacterium_tuberculosis	Mycobacterium	Positive_with_OM
AgProtect_1336	Mycobacterium_tuberculosis	Mycobacterium	Positive_with_OM
AgProtect_1335	Mycobacterium_tuberculosis	Mycobacterium	Positive_with_OM
AgProtect_1334	Mycobacterium_tuberculosis	Mycobacterium	Positive_with_OM
AgProtect_1333	Mycobacterium_tuberculosis	Mycobacterium	Positive_with_OM
AgProtect_1332	Mycobacterium_tuberculosis	Mycobacterium	Positive_with_OM
AgProtect_1331	Mycobacterium_tuberculosis	Mycobacterium	Positive_with_OM
AgProtect_1330	Mycobacterium_tuberculosis	Mycobacterium	Positive_with_OM
AgProtect_133	Yersinia_pestis	Yersinia	Negative
AgProtect_1329	Mycobacterium_tuberculosis	Mycobacterium	Positive_with_OM
AgProtect_1328	Mycobacterium_tuberculosis	Mycobacterium	Positive_with_OM
AgProtect_1327	Mycobacterium_tuberculosis	Mycobacterium	Positive_with_OM
AgProtect_1326	Mycobacterium_tuberculosis	Mycobacterium	Positive_with_OM
AgProtect_1325	Mycobacterium_tuberculosis	Mycobacterium	Positive_with_OM
AgProtect_1324	Mycobacterium_tuberculosis	Mycobacterium	Positive_with_OM
AgProtect_1323	Mycobacterium_tuberculosis	Mycobacterium	Positive_with_OM
AgProtect_1322	Mycobacterium_tuberculosis	Mycobacterium	Positive_with_OM
AgProtect_1321	Mycobacterium_tuberculosis	Mycobacterium	Positive_with_OM
AgProtect_1320	Mycobacterium_tuberculosis	Mycobacterium	Positive_with_OM
AgProtect_132	Yersinia_pestis	Yersinia	Negative
AgProtect_1319	Mycobacterium_tuberculosis	Mycobacterium	Positive_with_OM
AgProtect_1318	Mycobacterium_tuberculosis	Mycobacterium	Positive_with_OM
AgProtect_1317	Mycobacterium_tuberculosis	Mycobacterium	Positive_with_OM
AgProtect_1316	Mycobacterium_tuberculosis	Mycobacterium	Positive_with_OM
AgProtect_1315	Mycobacterium_tuberculosis	Mycobacterium	Positive_with_OM
AgProtect_1314	Mycobacterium_tuberculosis	Mycobacterium	Positive_with_OM
AgProtect_1313	Mycobacterium_tuberculosis	Mycobacterium	Positive_with_OM
AgProtect_1312	Mycobacterium_tuberculosis	Mycobacterium	Positive_with_OM
AgProtect_1311	Mycobacterium_tuberculosis	Mycobacterium	Positive_with_OM
AgProtect_1310	Mycobacterium_tuberculosis	Mycobacterium	Positive_with_OM
AgProtect_131	Yersinia_pestis	Yersinia	Negative
AgProtect_1309	Mycobacterium_tuberculosis	Mycobacterium	Positive_with_OM
AgProtect_1308	Mycobacterium_tuberculosis	Mycobacterium	Positive_with_OM
AgProtect_1307	Mycobacterium_tuberculosis	Mycobacterium	Positive_with_OM
AgProtect_1306	Mycobacterium_tuberculosis	Mycobacterium	Positive_with_OM
AgProtect_1305	Mycobacterium_tuberculosis	Mycobacterium	Positive_with_OM
AgProtect_1304	Mycobacterium_tuberculosis	Mycobacterium	Positive_with_OM
AgProtect_1303	Mycobacterium_tuberculosis	Mycobacterium	Positive_with_OM
AgProtect_1302	Mycobacterium_tuberculosis	Mycobacterium	Positive_with_OM
AgProtect_1301	Mycobacterium_tuberculosis	Mycobacterium	Positive_with_OM
AgProtect_1300	Mycobacterium_tuberculosis	Mycobacterium	Positive_with_OM
AgProtect_130	Yersinia_pestis	Yersinia	Negative
AgProtect_13	Chlamydia_abortus	Chlamydia	Negative
AgProtect_1299	Mycobacterium_tuberculosis	Mycobacterium	Positive_with_OM
AgProtect_1298	Mycobacterium_tuberculosis	Mycobacterium	Positive_with_OM
AgProtect_1297	Mycobacterium_tuberculosis	Mycobacterium	Positive_with_OM
AgProtect_1296	Mycobacterium_tuberculosis	Mycobacterium	Positive_with_OM
AgProtect_1295	Mycobacterium_tuberculosis	Mycobacterium	Positive_with_OM
AgProtect_1294	Mycobacterium_tuberculosis	Mycobacterium	Positive_with_OM
AgProtect_1293	Mycobacterium_tuberculosis	Mycobacterium	Positive_with_OM
AgProtect_1292	Mycobacterium_tuberculosis	Mycobacterium	Positive_with_OM
AgProtect_1291	Mycobacterium_tuberculosis	Mycobacterium	Positive_with_OM
AgProtect_1290	Mycobacterium_tuberculosis	Mycobacterium	Positive_with_OM
AgProtect_129	Yersinia_pestis	Yersinia	Negative
AgProtect_1289	Mycobacterium_tuberculosis	Mycobacterium	Positive_with_OM
AgProtect_1288	Mycobacterium_tuberculosis	Mycobacterium	Positive_with_OM
AgProtect_1287	Mycobacterium_tuberculosis	Mycobacterium	Positive_with_OM
AgProtect_1286	Mycobacterium_tuberculosis	Mycobacterium	Positive_with_OM
AgProtect_1285	Mycobacterium_tuberculosis	Mycobacterium	Positive_with_OM
AgProtect_1284	Mycobacterium_tuberculosis	Mycobacterium	Positive_with_OM
AgProtect_1283	Mycobacterium_tuberculosis	Mycobacterium	Positive_with_OM
AgProtect_1282	Mycobacterium_tuberculosis	Mycobacterium	Positive_with_OM
AgProtect_1281	Mycobacterium_tuberculosis	Mycobacterium	Positive_with_OM
AgProtect_1280	Mycobacterium_tuberculosis	Mycobacterium	Positive_with_OM
AgProtect_128	Yersinia_pestis	Yersinia	Negative
AgProtect_1279	Mycobacterium_tuberculosis	Mycobacterium	Positive_with_OM
AgProtect_1278	Mycobacterium_tuberculosis	Mycobacterium	Positive_with_OM
AgProtect_1277	Mycobacterium_tuberculosis	Mycobacterium	Positive_with_OM
AgProtect_1276	Mycobacterium_tuberculosis	Mycobacterium	Positive_with_OM
AgProtect_1275	Mycobacterium_tuberculosis	Mycobacterium	Positive_with_OM
AgProtect_1274	Mycobacterium_tuberculosis	Mycobacterium	Positive_with_OM
AgProtect_1273	Mycobacterium_tuberculosis	Mycobacterium	Positive_with_OM
AgProtect_1272	Mycobacterium_tuberculosis	Mycobacterium	Positive_with_OM
AgProtect_1271	Mycobacterium_tuberculosis	Mycobacterium	Positive_with_OM
AgProtect_1270	Mycobacterium_tuberculosis	Mycobacterium	Positive_with_OM
AgProtect_127	Salmonella_enterica_serovar_Typhimurium	Salmonella	Negative
AgProtect_1269	Mycobacterium_tuberculosis	Mycobacterium	Positive_with_OM
AgProtect_1268	Mycobacterium_tuberculosis	Mycobacterium	Positive_with_OM
AgProtect_1267	Mycobacterium_tuberculosis	Mycobacterium	Positive_with_OM
AgProtect_1266	Mycobacterium_tuberculosis	Mycobacterium	Positive_with_OM
AgProtect_1265	Mycobacterium_tuberculosis	Mycobacterium	Positive_with_OM
AgProtect_1264	Mycobacterium_tuberculosis	Mycobacterium	Positive_with_OM
AgProtect_1263	Mycobacterium_tuberculosis	Mycobacterium	Positive_with_OM
AgProtect_1262	Mycobacterium_tuberculosis	Mycobacterium	Positive_with_OM
AgProtect_1261	Mycobacterium_tuberculosis	Mycobacterium	Positive_with_OM
AgProtect_1260	Mycobacterium_tuberculosis	Mycobacterium	Positive_with_OM
AgProtect_126	Salmonella_enterica_serovar_Typhi	Salmonella	Negative
AgProtect_1259	Mycobacterium_tuberculosis	Mycobacterium	Positive_with_OM
AgProtect_1258	Mycobacterium_tuberculosis	Mycobacterium	Positive_with_OM
AgProtect_1257	Mycobacterium_tuberculosis	Mycobacterium	Positive_with_OM
AgProtect_1256	Mycobacterium_tuberculosis	Mycobacterium	Positive_with_OM
AgProtect_1255	Mycobacterium_tuberculosis	Mycobacterium	Positive_with_OM
AgProtect_1254	Mycobacterium_tuberculosis	Mycobacterium	Positive_with_OM
AgProtect_1253	Mycobacterium_tuberculosis	Mycobacterium	Positive_with_OM
AgProtect_1252	Mycobacterium_tuberculosis	Mycobacterium	Positive_with_OM
AgProtect_1251	Mycobacterium_tuberculosis	Mycobacterium	Positive_with_OM
AgProtect_1250	Mycobacterium_tuberculosis	Mycobacterium	Positive_with_OM
AgProtect_125	Salmonella_enterica_serovar_Typhimurium	Salmonella	Negative
AgProtect_1249	Mycobacterium_tuberculosis	Mycobacterium	Positive_with_OM
AgProtect_1248	Mycobacterium_tuberculosis	Mycobacterium	Positive_with_OM
AgProtect_1247	Mycobacterium_tuberculosis	Mycobacterium	Positive_with_OM
AgProtect_1246	Mycobacterium_tuberculosis	Mycobacterium	Positive_with_OM
AgProtect_1245	Mycobacterium_tuberculosis	Mycobacterium	Positive_with_OM
AgProtect_1244	Mycoplasma_pneumoniae	Mycoplasma	Negative_without_OM
AgProtect_1243	Mycobacterium_tuberculosis	Mycobacterium	Positive_with_OM
AgProtect_1242	Mycobacterium_tuberculosis	Mycobacterium	Positive_with_OM
AgProtect_1241	Mycobacterium_tuberculosis	Mycobacterium	Positive_with_OM
AgProtect_1240	Mycobacterium_tuberculosis	Mycobacterium	Positive_with_OM
AgProtect_124	Shigella_flexneri	Shigella	Negative
AgProtect_1239	Mycobacterium_tuberculosis	Mycobacterium	Positive_with_OM
AgProtect_1238	Mycobacterium_tuberculosis	Mycobacterium	Positive_with_OM
AgProtect_1237	Mycobacterium_tuberculosis	Mycobacterium	Positive_with_OM
AgProtect_1236	Mycobacterium_tuberculosis	Mycobacterium	Positive_with_OM
AgProtect_1235	Mycobacterium_tuberculosis	Mycobacterium	Positive_with_OM
AgProtect_1234	Leptospira_interrogans	Leptospira	Negative
AgProtect_1233	Mycobacterium_tuberculosis	Mycobacterium	Positive_with_OM
AgProtect_1232	Helicobacter_pylori	Helicobacter	Negative
AgProtect_1231	Mycolicibacterium_paratuberculosis	Mycolicibacterium	Positive_with_OM
AgProtect_1230	Haemophilus_influenzae	Haemophilus	Negative
AgProtect_123	Shigella_flexneri	Shigella	Negative
AgProtect_1229	Haemophilus_influenzae	Haemophilus	Negative
AgProtect_1228	Haemophilus_influenzae	Haemophilus	Negative
AgProtect_1227	Mycobacterium_leprae	Mycobacterium	Positive_with_OM
AgProtect_1226	Porphyromonas_gingivalis	Porphyromonas	Negative
AgProtect_1225	Chlamydia_trachomatis	Chlamydia	Negative
AgProtect_1224	Borreliella_burgdorferi	Borreliella	Negative
AgProtect_1223	Neisseria_meningitidis	Neisseria	Negative
AgProtect_1222	Treponema_pallidum	Treponema	Negative
AgProtect_1221	Chlamydia_pneumoniae	Chlamydia	Negative
AgProtect_1220	Chlamydia_trachomatis	Chlamydia	Negative
AgProtect_122	Shigella_flexneri	Shigella	Negative
AgProtect_1219	Chlamydia_pneumoniae	Chlamydia	Negative
AgProtect_1218	Streptococcus_mutans	Streptococcus	Positive
AgProtect_1217	Chlamydia_trachomatis	Chlamydia	Negative
AgProtect_1216	Treponema_pallidum	Treponema	Negative
AgProtect_1215	Streptococcus_mutans	Streptococcus	Positive
AgProtect_1214	Mycoplasma_pneumoniae	Mycoplasma	Negative_without_OM
AgProtect_1213	Streptococcus_pyogenes	Streptococcus	Positive
AgProtect_1213	Streptococcus_pyogenes	Streptococcus	Positive
AgProtect_1212	Chlamydia_trachomatis	Chlamydia	Negative
AgProtect_1211	Chlamydia_trachomatis	Chlamydia	Negative
AgProtect_1210	Chlamydia_trachomatis	Chlamydia	Negative
AgProtect_121	Escherichia_coli	Escherichia	Negative
AgProtect_1209	Chlamydia_trachomatis	Chlamydia	Negative
AgProtect_1208	Borreliella_burgdorferi	Borreliella	Negative
AgProtect_1207	Borreliella_burgdorferi	Borreliella	Negative
AgProtect_1206	Coxiella_burnetii	Coxiella	Negative
AgProtect_1205	Escherichia_coli	Escherichia	Negative
AgProtect_1204	Helicobacter_pylori	Helicobacter	Negative
AgProtect_1203	Treponema_pallidum	Treponema	Negative
AgProtect_1202	Mycobacterium_tuberculosis	Mycobacterium	Positive_with_OM
AgProtect_1201	Mycobacterium_tuberculosis	Mycobacterium	Positive_with_OM
AgProtect_1200	Mycobacterium_tuberculosis	Mycobacterium	Positive_with_OM
AgProtect_120	Shigella_flexneri	Shigella	Negative
AgProtect_12	Chlamydia_abortus	Chlamydia	Negative
AgProtect_1199	Chlamydia_pneumoniae	Chlamydia	Negative
AgProtect_1198	Chlamydia_trachomatis	Chlamydia	Negative
AgProtect_1197	Chlamydia_trachomatis	Chlamydia	Negative
AgProtect_1196	Chlamydia_trachomatis	Chlamydia	Negative
AgProtect_1195	Chlamydia_trachomatis	Chlamydia	Negative
